raceId,constructorId,circuitId,year,constructorName,circuitName,circuitClass1,circuitClass2,circuitClass3,distanceKm,location,country,constructorDriverCount,totalDriverCount,totalConstructorCount,totalCalculatedPoints,totalRacePoints,shareOfTotalPoints,maxPoints,shareOfMaxPoints,firstPlace,secondPlace,thirdPlace,trailingDriverCircuitExperience,totalDriverCircuitExperience,trailingAvgRelativeFinish,avgRelativePerformance,eventTrailingCompetitivenessDriver,eventCompetitivenessDriver,trailingConstructorCircuitExperience,totalConstructorCircuitExperience,trailingConstructorAvgRelativeFinish,constructorAvgRelativeFinish,eventTrailingCompetitivenessConstructor,eventCompetitivenessConstructor,logAdjustedShareOfMaxPoints,finishingNumber,finishingPercentage,finishingGroup,podiumAppearance,numberOfRacesAtCircuit
408,6,13,1986,Ferrari,Belgian Grand Prix,Race,Race,Race,7.004,Stavelot,Belgium,2,25,13,7,26.01010101,0.269126214,16,0.4375,0,0,1,3,16,0.833333334,0.456033138,0.591002747,0.479177143,20,52,0.467101641,0.427440649,0.549679411,0.520064124,-0.826678573,2,0.153846154,1,1,34
408,18,13,1986,Minardi,Belgian Grand Prix,Race,Race,Race,7.004,Stavelot,Belgium,2,25,13,1E-16,26.01010101,3.84466E-18,16,6.25001E-18,0,0,0,1,15,0.803571429,0.480322496,0.591002747,0.479177143,1,20,0.5,0.667548956,0.549679411,0.520064124,-39.61394921,12,0.923076923,4,0,34
408,21,13,1986,Arrows,Belgian Grand Prix,Race,Race,Race,7.004,Stavelot,Belgium,2,25,13,0.000001,26.01010101,3.84466E-08,16,6.25E-08,0,0,0,4,13,0.5,0.463654163,0.591002747,0.479177143,2,12,0.489583333,0.499756294,0.549679411,0.520064124,-16.58809928,8,0.615384615,3,0,34
408,22,13,1986,Benetton,Belgian Grand Prix,Race,Race,Race,7.004,Stavelot,Belgium,2,25,13,0.01000001,26.01010101,0.000384466,16,0.000625001,0,0,0,2,16,0.520833334,0.48772118,0.591002747,0.479177143,0,16,1,0.332337587,0.549679411,0.520064124,-7.377757908,6,0.461538462,2,0,34
408,25,13,1986,Tyrrell,Belgian Grand Prix,Race,Race,Race,7.004,Stavelot,Belgium,2,25,13,1E-12,26.01010101,3.84466E-14,16,6.25E-14,0,0,0,2,15,0.458333334,0.393568688,0.591002747,0.479177143,2,15,0.50297619,0.560037032,0.549679411,0.520064124,-30.40360983,10,0.769230769,3,0,34
408,26,13,1986,Lola,Belgian Grand Prix,Race,Race,Race,7.004,Stavelot,Belgium,2,25,13,1E-10,26.01010101,3.84466E-12,16,6.25E-12,0,0,0,2,4,0.694940476,0.516626984,0.591002747,0.479177143,2,5,0.560096154,0.613061086,0.549679411,0.520064124,-25.79843965,9,0.692307692,3,0,34
408,27,13,1986,Ligier,Belgian Grand Prix,Race,Race,Race,7.004,Stavelot,Belgium,2,25,13,2,26.01010101,0.076893204,16,0.125,0,0,0,3,8,0.507440477,0.456344106,0.591002747,0.479177143,2,13,0.529761905,0.498635233,0.549679411,0.520064124,-2.079441542,4,0.307692308,2,0,34
408,32,13,1986,Team Lotus,Belgian Grand Prix,Race,Race,Race,7.004,Stavelot,Belgium,2,25,13,6,26.01010101,0.230679612,16,0.375,0,1,0,1,10,0.520833334,0.483150914,0.591002747,0.479177143,5,14,0.545849182,0.492889531,0.549679411,0.520064124,-0.980829253,3,0.230769231,2,1,34
408,34,13,1986,Brabham,Belgian Grand Prix,Race,Race,Race,7.004,Stavelot,Belgium,1,25,13,0.0001,26.01010101,3.84466E-06,10,0.00001,0,0,0,2,10,0.776785714,0.493204464,0.591002747,0.479177143,4,9,0.45224965,0.438933632,0.549679411,0.520064124,-11.51292546,7,0.538461538,3,0,34
408,45,13,1986,Osella,Belgian Grand Prix,Race,Race,Race,7.004,Stavelot,Belgium,2,25,13,1.01E-34,26.01010101,3.88311E-36,16,6.3125E-36,0,0,0,3,10,0.897321429,0.794729559,0.591002747,0.479177143,2,7,0.711309524,0.722449279,0.549679411,0.520064124,-81.05053155,13,1,4,0,34
408,49,13,1986,Zakspeed,Belgian Grand Prix,Race,Race,Race,7.004,Stavelot,Belgium,2,25,13,1.0001E-14,26.01010101,3.84504E-16,16,6.25063E-16,0,0,0,1,6,0.791666667,0.579092225,0.591002747,0.479177143,1,5,0.833333333,0.690246485,0.549679411,0.520064124,-35.00868003,11,0.846153846,4,0,34
409,1,7,1986,McLaren,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,25,13,9,26.01010101,0.346019417,16,0.5625,0,1,0,14,21,0.412919772,0.371309423,0.59275657,0.497211866,8,40,0.355950881,0.4400357,0.615696166,0.535814447,-0.575364145,2,0.153846154,1,1,37
409,3,7,1986,Williams,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,25,13,14,26.01010101,0.538252427,16,0.875,1,0,1,13,24,0.439726049,0.354359073,0.59275657,0.497211866,8,40,0.392004547,0.460876974,0.615696166,0.535814447,-0.133531393,1,0.076923077,1,2,37
409,6,7,1986,Ferrari,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,25,13,0.0001,26.01010101,3.84466E-06,16,0.00000625,0,0,0,6,18,0.25711608,0.491152193,0.59275657,0.497211866,8,40,0.265878726,0.314276675,0.615696166,0.535814447,-11.98292909,5,0.384615385,2,0,37
409,18,7,1986,Minardi,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,25,13,1E-18,26.01010101,3.84466E-20,16,6.25E-20,0,0,0,6,18,0.755696813,0.591538374,0.59275657,0.497211866,1,20,0.72,0.559970269,0.615696166,0.535814447,-44.2191204,11,0.846153846,4,0,37
409,21,7,1986,Arrows,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,1,25,13,1E-20,26.01010101,3.84466E-22,10,1E-21,0,0,0,3,10,0.446923077,0.404528675,0.59275657,0.497211866,8,18,0.574226033,0.55570049,0.615696166,0.535814447,-48.35428695,12,0.923076923,4,0,37
409,22,7,1986,Benetton,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,25,13,1E-22,26.01010101,3.84466E-24,16,6.25E-24,0,0,0,2,13,0.74,0.675283078,0.59275657,0.497211866,0,15,1,0.437459361,0.615696166,0.535814447,-53.42946077,13,1,4,0,37
409,25,7,1986,Tyrrell,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,25,13,1.0001E-06,26.01010101,3.84504E-08,16,6.25063E-08,0,0,0,2,12,0.735384616,0.492774805,0.59275657,0.497211866,8,20,0.427689808,0.476714001,0.615696166,0.535814447,-16.58799929,6,0.461538462,2,0,37
409,26,7,1986,Lola,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,25,13,0.00000001,26.01010101,3.84466E-10,16,6.25E-10,0,0,0,9,11,0.338595238,0.401230159,0.59275657,0.497211866,0,3,1,0.697134238,0.615696166,0.535814447,-21.19326947,7,0.538461538,3,0,37
409,27,7,1986,Ligier,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,25,13,1.01,26.01010101,0.038831068,16,0.063125,0,0,0,15,19,0.501889616,0.46089817,0.59275657,0.497211866,8,18,0.533288414,0.487440543,0.615696166,0.535814447,-2.762638391,4,0.307692308,2,0,37
409,32,7,1986,Team Lotus,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,25,13,2,26.01010101,0.076893204,16,0.125,0,0,0,2,10,0.727307693,0.556740213,0.59275657,0.497211866,8,16,0.463597164,0.458763719,0.615696166,0.535814447,-2.079441542,3,0.230769231,2,0,37
409,34,7,1986,Brabham,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,25,13,1E-14,26.01010101,3.84466E-16,16,6.25E-16,0,0,0,12,24,0.60796877,0.511953604,0.59275657,0.497211866,7,12,0.454144788,0.562555885,0.615696166,0.535814447,-35.00878002,9,0.692307692,3,0,37
409,45,7,1986,Osella,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,25,13,1E-16,26.01010101,3.84466E-18,16,6.25E-18,0,0,0,3,8,0.953846154,0.675155777,0.59275657,0.497211866,6,10,0.817269799,0.752801676,0.615696166,0.535814447,-39.61395021,10,0.769230769,3,0,37
409,49,7,1986,Zakspeed,Canadian Grand Prix,Street,Street,Road,4.361,Montreal,Canada,2,25,13,1E-12,26.01010101,3.84466E-14,16,6.25E-14,0,0,0,1,5,0.788461539,0.476830714,0.59275657,0.497211866,0,3,1,0.761858285,0.615696166,0.535814447,-30.40360984,8,0.615384615,3,0,37
410,1,37,1986,McLaren,Detroit Grand Prix,Street,Street,Road,4.168,Detroit,USA,2,26,13,4,26.01010101,0.153786408,16,0.25,0,0,1,8,12,0.260817369,0.274257601,0.618362642,0.510560193,4,7,0.41243295,0.341489513,0.608717457,0.528192514,-1.386294361,3,0.230769231,2,1,7
410,3,37,1986,Williams,Detroit Grand Prix,Street,Street,Road,4.168,Detroit,USA,2,26,13,2,26.01010101,0.076893204,16,0.125,0,0,0,8,14,0.402464879,0.389409211,0.618362642,0.510560193,4,7,0.216385696,0.280774102,0.608717457,0.528192514,-2.079441542,5,0.384615385,2,0,7
410,6,37,1986,Ferrari,Detroit Grand Prix,Street,Street,Road,4.168,Detroit,USA,2,26,13,3,26.01010101,0.115339806,16,0.1875,0,0,0,5,11,0.15669221,0.379743121,0.618362642,0.510560193,4,7,0.388825032,0.422380699,0.608717457,0.528192514,-1.673976434,4,0.307692308,2,0,7
410,18,37,1986,Minardi,Detroit Grand Prix,Street,Street,Road,4.168,Detroit,USA,2,26,13,1E-16,26.01010101,3.84466E-18,16,6.25E-18,0,0,0,4,10,0.78866539,0.672484441,0.618362642,0.510560193,1,4,0.84,0.668746898,0.608717457,0.528192514,-39.61395021,10,0.769230769,3,0,7
410,21,37,1986,Arrows,Detroit Grand Prix,Street,Street,Road,4.168,Detroit,USA,2,26,13,1.0001E-10,26.01010101,3.84504E-12,16,6.25063E-12,0,0,0,3,8,0.682469136,0.365324725,0.618362642,0.510560193,4,7,0.505389527,0.522930847,0.608717457,0.528192514,-25.79833966,9,0.692307692,3,0,7
410,22,37,1986,Benetton,Detroit Grand Prix,Street,Street,Road,4.168,Detroit,USA,2,26,13,1E-22,26.01010101,3.84466E-24,16,6.25E-24,0,0,0,3,8,0.477777778,0.606810725,0.618362642,0.510560193,0,3,1,0.621588089,0.608717457,0.528192514,-53.42946077,11,0.846153846,4,0,7
410,25,37,1986,Tyrrell,Detroit Grand Prix,Street,Street,Road,4.168,Detroit,USA,2,26,13,0.000001,26.01010101,3.84466E-08,16,6.25E-08,0,0,0,2,7,0.695555556,0.55683485,0.618362642,0.510560193,4,7,0.355485313,0.389238683,0.608717457,0.528192514,-16.58809928,8,0.615384615,3,0,7
410,26,37,1986,Lola,Detroit Grand Prix,Street,Street,Road,4.168,Detroit,USA,2,26,13,1.01E-24,26.01010101,3.88311E-26,16,6.3125E-26,0,0,0,4,8,0.748065134,0.626065579,0.618362642,0.510560193,0,1,1,0.711538462,0.608717457,0.528192514,-58.02468062,12,0.923076923,4,0,7
410,27,37,1986,Ligier,Detroit Grand Prix,Street,Street,Road,4.168,Detroit,USA,2,26,13,6,26.01010101,0.230679612,16,0.375,0,1,0,7,11,0.43654321,0.373758652,0.618362642,0.510560193,4,7,0.450038314,0.453726254,0.608717457,0.528192514,-0.980829253,2,0.153846154,1,1,7
410,32,37,1986,Team Lotus,Detroit Grand Prix,Street,Street,Road,4.168,Detroit,USA,2,26,13,10.01,26.01010101,0.384850485,16,0.625625,1,0,0,2,6,0.805925926,0.267903869,0.618362642,0.510560193,4,7,0.427643678,0.444208298,0.608717457,0.528192514,-0.469004129,1,0.076923077,1,1,7
410,34,37,1986,Brabham,Detroit Grand Prix,Street,Street,Road,4.168,Detroit,USA,2,26,13,1.00000001,26.01010101,0.038446602,16,0.062500001,0,0,0,7,13,0.682503193,0.593030958,0.618362642,0.510560193,4,6,0.415785441,0.434241576,0.608717457,0.528192514,-2.772588712,6,0.461538462,2,0,7
410,45,37,1986,Osella,Detroit Grand Prix,Street,Street,Road,4.168,Detroit,USA,2,26,13,1.0001E-28,26.01010101,3.84504E-30,16,6.25063E-30,0,0,0,3,7,0.956790124,0.809040223,0.618362642,0.510560193,4,7,0.901340996,0.867409318,0.608717457,0.528192514,-67.24487133,13,1,4,0,7
410,49,37,1986,Zakspeed,Detroit Grand Prix,Street,Street,Road,4.168,Detroit,USA,2,26,13,0.0001,26.01010101,3.84466E-06,16,0.00000625,0,0,0,2,6,0.944444445,0.722618556,0.618362642,0.510560193,0,3,1,0.708229942,0.608717457,0.528192514,-11.98292909,7,0.538461538,3,0,7
411,1,34,1986,McLaren,French Grand Prix,Race,Race,Race,5.842,Le Castellet,France,2,26,13,9,26.01010101,0.346019417,16,0.5625,0,1,0,9,15,0.292294184,0.223440326,0.615114667,0.494545167,9,16,0.459736039,0.37802338,0.604253881,0.537176721,-0.575364145,2,0.153846154,1,1,10
411,3,34,1986,Williams,French Grand Prix,Race,Race,Race,5.842,Le Castellet,France,2,26,13,14,26.01010101,0.538252427,16,0.875,1,0,1,6,16,0.575050349,0.311051012,0.615114667,0.494545167,6,13,0.324765858,0.399092754,0.604253881,0.537176721,-0.133531393,1,0.076923077,1,2,10
411,6,34,1986,Ferrari,French Grand Prix,Race,Race,Race,5.842,Le Castellet,France,2,26,13,0.0001,26.01010101,3.84466E-06,16,0.00000625,0,0,0,4,12,0.304818745,0.41322721,0.615114667,0.494545167,9,16,0.458521869,0.388269417,0.604253881,0.537176721,-11.98292909,5,0.384615385,2,0,10
411,18,34,1986,Minardi,French Grand Prix,Race,Race,Race,5.842,Le Castellet,France,2,26,13,1.01E-36,26.01010101,3.88311E-38,16,6.3125E-38,0,0,0,3,13,0.820512821,0.624607704,0.615114667,0.494545167,1,6,0.769230769,0.706410256,0.604253881,0.537176721,-85.65570174,13,1,4,0,10
411,21,34,1986,Arrows,French Grand Prix,Race,Race,Race,5.842,Le Castellet,France,2,26,13,1.01E-10,26.01010101,3.88311E-12,16,6.3125E-12,0,0,0,1,9,0.673076923,0.599467289,0.615114667,0.494545167,5,10,0.478062678,0.490869931,0.604253881,0.537176721,-25.78848932,7,0.538461538,3,0,10
411,22,34,1986,Benetton,French Grand Prix,Race,Race,Race,5.842,Le Castellet,France,2,26,13,1.01E-26,26.01010101,3.88311E-28,16,6.3125E-28,0,0,0,3,10,0.724137931,0.525217869,0.615114667,0.494545167,0,5,1,0.464173461,0.604253881,0.537176721,-62.62985081,12,0.923076923,4,0,10
411,25,34,1986,Tyrrell,French Grand Prix,Race,Race,Race,5.842,Le Castellet,France,2,26,13,1E-08,26.01010101,3.84466E-10,16,6.25E-10,0,0,0,1,7,0.807692308,0.613575269,0.615114667,0.494545167,9,14,0.338603201,0.385546665,0.604253881,0.537176721,-21.19326947,6,0.461538462,2,0,10
411,26,34,1986,Lola,French Grand Prix,Race,Race,Race,5.842,Le Castellet,France,2,26,13,1E-14,26.01010101,3.84466E-16,16,6.25E-16,0,0,0,8,10,0.28855978,0.380847824,0.615114667,0.494545167,0,1,1,0.75,0.604253881,0.537176721,-35.00878002,8,0.615384615,3,0,10
411,27,34,1986,Ligier,French Grand Prix,Race,Race,Race,5.842,Le Castellet,France,2,26,13,3,26.01010101,0.115339806,16,0.1875,0,0,0,11,16,0.324649138,0.401634374,0.615114667,0.494545167,6,11,0.442789894,0.473549947,0.604253881,0.537176721,-1.673976434,3,0.230769231,2,0,10
411,32,34,1986,Team Lotus,French Grand Prix,Race,Race,Race,5.842,Le Castellet,France,2,26,13,1E-16,26.01010101,3.84466E-18,16,6.25E-18,0,0,0,1,7,0.846153846,0.478331167,0.615114667,0.494545167,8,13,0.546160232,0.476360286,0.604253881,0.537176721,-39.61395021,9,0.692307692,3,0,10
411,34,34,1986,Brabham,French Grand Prix,Race,Race,Race,5.842,Le Castellet,France,2,26,13,0.010001,26.01010101,0.000384504,16,0.000625063,0,0,0,8,17,0.530857648,0.494293805,0.615114667,0.494545167,8,12,0.507294344,0.522704777,0.604253881,0.537176721,-7.377658913,4,0.307692308,2,0,10
411,45,34,1986,Osella,French Grand Prix,Race,Race,Race,5.842,Le Castellet,France,2,26,13,1E-24,26.01010101,3.84466E-26,16,6.25E-26,0,0,0,2,7,0.88561008,0.77063071,0.615114667,0.494545167,4,9,0.683981727,0.75110874,0.604253881,0.537176721,-58.03463095,11,0.846153846,4,0,10
411,49,34,1986,Zakspeed,French Grand Prix,Race,Race,Race,5.842,Le Castellet,France,2,26,13,1.0001E-18,26.01010101,3.84504E-20,16,6.25063E-20,0,0,0,1,6,0.923076923,0.592762614,0.615114667,0.494545167,1,5,0.846153846,0.797187758,0.604253881,0.537176721,-44.2190204,10,0.769230769,3,0,10
412,1,38,1986,McLaren,British Grand Prix,Race,Race,Race,3.703,West Kingsdown,UK,2,26,13,4,26.01010101,0.153786408,16,0.25,0,0,1,11,13,0.409654412,0.418290959,0.527070992,0.491916839,9,10,0.383283783,0.393032328,0.577808554,0.529275303,-1.386294361,3,0.230769231,2,1,5
412,3,38,1986,Williams,British Grand Prix,Race,Race,Race,3.703,West Kingsdown,UK,2,26,13,16,26.01010101,0.615145631,16,1,1,1,0,9,11,0.360128293,0.304742268,0.527070992,0.491916839,6,7,0.496409274,0.433735422,0.577808554,0.529275303,0,1,0.076923077,1,2,5
412,6,38,1986,Ferrari,British Grand Prix,Race,Race,Race,3.703,West Kingsdown,UK,2,26,13,1E-12,26.01010101,3.84466E-14,16,6.25E-14,0,0,0,7,9,0.581734716,0.596850133,0.527070992,0.491916839,12,13,0.340354159,0.362989638,0.577808554,0.529275303,-30.40360984,9,0.692307692,3,0,5
412,18,38,1986,Minardi,British Grand Prix,Race,Race,Race,3.703,West Kingsdown,UK,2,26,13,1E-14,26.01010101,3.84466E-16,16,6.25E-16,0,0,0,3,5,0.643623427,0.444256032,0.527070992,0.491916839,1,2,1,0.798076923,0.577808554,0.529275303,-35.00878002,10,0.769230769,3,0,5
412,21,38,1986,Arrows,British Grand Prix,Race,Race,Race,3.703,West Kingsdown,UK,2,26,13,0.00000001,26.01010101,3.84466E-10,16,6.25E-10,0,0,0,4,6,0.516515094,0.589309398,0.527070992,0.491916839,6,7,0.472255262,0.498196818,0.577808554,0.529275303,-21.19326947,7,0.538461538,3,0,5
412,22,38,1986,Benetton,British Grand Prix,Race,Race,Race,3.703,West Kingsdown,UK,2,26,13,1E-16,26.01010101,3.84466E-18,16,6.25E-18,0,0,0,4,6,0.583547009,0.639583334,0.527070992,0.491916839,0,1,1,0.634615385,0.577808554,0.529275303,-39.61395021,11,0.846153846,4,0,5
412,25,38,1986,Tyrrell,British Grand Prix,Race,Race,Race,3.703,West Kingsdown,UK,2,26,13,3,26.01010101,0.115339806,16,0.1875,0,0,0,2,4,0.5,0.355769231,0.527070992,0.491916839,9,10,0.423243665,0.402073145,0.577808554,0.529275303,-1.673976434,2,0.153846154,1,0,5
412,26,38,1986,Lola,British Grand Prix,Race,Race,Race,3.703,West Kingsdown,UK,2,26,13,1E-10,26.01010101,3.84466E-12,16,6.25E-12,0,0,0,9,11,0.382796549,0.423746649,0.527070992,0.491916839,2,3,0.702488688,0.667043741,0.577808554,0.529275303,-25.79843965,8,0.615384615,3,0,5
412,27,38,1986,Ligier,British Grand Prix,Race,Race,Race,3.703,West Kingsdown,UK,2,26,13,3,26.01010101,0.115339806,16,0.1875,0,0,0,11,13,0.553339007,0.537252686,0.527070992,0.491916839,7,8,0.520540138,0.520376467,0.577808554,0.529275303,-1.673976434,2,0.153846154,1,0,5
412,32,38,1986,Team Lotus,British Grand Prix,Race,Race,Race,3.703,West Kingsdown,UK,2,26,13,0.01,26.01010101,0.000384466,16,0.000625,0,0,0,2,4,0.546016484,0.267857143,0.527070992,0.491916839,10,11,0.453781779,0.45273868,0.577808554,0.529275303,-7.377758908,4,0.307692308,2,0,5
412,34,38,1986,Brabham,British Grand Prix,Race,Race,Race,3.703,West Kingsdown,UK,2,26,13,0.0001,26.01010101,3.84466E-06,16,6.25E-06,0,0,0,10,12,0.44229243,0.438428337,0.527070992,0.491916839,9,10,0.366075993,0.373699163,0.577808554,0.529275303,-11.98292909,5,0.384615385,2,0,5
412,45,38,1986,Osella,British Grand Prix,Race,Race,Race,3.703,West Kingsdown,UK,2,26,13,1.01E-38,26.01010101,3.88311E-40,16,6.3125E-40,0,0,0,3,5,0.791635089,0.838918625,0.527070992,0.491916839,4,5,0.737693851,0.786308927,0.577808554,0.529275303,-90.26087193,12,0.923076923,4,0,5
412,49,38,1986,Zakspeed,British Grand Prix,Race,Race,Race,3.703,West Kingsdown,UK,2,26,13,0.000001,26.01010101,3.84466E-08,16,6.25E-08,0,0,0,3,5,0.540640394,0.539914109,0.527070992,0.491916839,1,2,0.615384615,0.557692308,0.577808554,0.529275303,-16.58809928,6,0.461538462,2,0,5
413,1,10,1986,McLaren,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,26,13,3,26.01010101,0.115339806,16,0.1875,0,0,0,12,20,0.404647103,0.354826578,0.665273816,0.474199865,8,36,0.437789198,0.391453089,0.626756701,0.510022625,-1.673976434,2,0.153846154,1,0,32
413,3,10,1986,Williams,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,26,13,14,26.01010101,0.538252427,16,0.875,1,0,1,11,24,0.452097807,0.366613076,0.665273816,0.474199865,7,35,0.3934094,0.418151327,0.626756701,0.510022625,-0.133531393,1,0.076923077,1,2,32
413,6,10,1986,Ferrari,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,26,13,1E-10,26.01010101,3.84466E-12,16,6.25E-12,0,0,0,6,19,0.598483398,0.575906445,0.665273816,0.474199865,9,37,0.365060091,0.350458231,0.626756701,0.510022625,-25.79843965,6,0.461538462,2,0,32
413,18,10,1986,Minardi,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,26,13,1.01E-24,26.01010101,3.88311E-26,16,6.3125E-26,0,0,0,4,18,0.727378672,0.521494323,0.665273816,0.474199865,0,20,1,0.684511621,0.626756701,0.510022625,-58.02468062,11,0.846153846,4,0,32
413,21,10,1986,Arrows,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,26,13,1E-14,26.01010101,3.84466E-16,16,6.25E-16,0,0,0,2,13,0.781289911,0.522161406,0.665273816,0.474199865,7,18,0.460532188,0.5117223,0.626756701,0.510022625,-35.00878002,8,0.615384615,3,0,32
413,22,10,1986,Benetton,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,26,13,0.00000001,26.01010101,3.84466E-10,16,6.25E-10,0,0,0,2,16,0.870370371,0.541953013,0.665273816,0.474199865,0,16,1,0.387179997,0.626756701,0.510022625,-21.19326947,5,0.384615385,2,0,32
413,25,10,1986,Tyrrell,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,26,13,1E-20,26.01010101,3.84466E-22,16,6.25E-22,0,0,0,0,11,1,0.463163835,0.665273816,0.474199865,8,21,0.470628254,0.525541295,0.626756701,0.510022625,-48.82429058,10,0.769230769,3,0,32
413,26,10,1986,Lola,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,26,13,0.000101,26.01010101,3.88311E-06,16,6.3125E-06,0,0,0,12,14,0.394955441,0.386106199,0.665273816,0.474199865,0,3,1,0.595776772,0.626756701,0.510022625,-11.97297876,4,0.307692308,2,0,32
413,27,10,1986,Ligier,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,26,13,3,26.01010101,0.115339806,16,0.1875,0,0,0,8,18,0.67484948,0.553286939,0.665273816,0.474199865,8,19,0.398686634,0.423166002,0.626756701,0.510022625,-1.673976434,2,0.153846154,1,0,32
413,32,10,1986,Team Lotus,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,26,13,6,26.01010101,0.230679612,16,0.375,0,1,0,1,10,0.962962963,0.475038019,0.665273816,0.474199865,9,18,0.489332285,0.520303809,0.626756701,0.510022625,-0.980829253,2,0.153846154,1,1,32
413,34,10,1986,Brabham,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,26,13,0.01,26.01010101,0.000384466,16,0.000625,0,0,0,12,26,0.476926761,0.412433502,0.665273816,0.474199865,8,14,0.422422635,0.490711599,0.626756701,0.510022625,-7.377758908,3,0.230769231,2,0,32
413,45,10,1986,Osella,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,26,13,1E-12,26.01010101,3.84466E-14,16,6.25E-14,0,0,0,2,7,0.786079183,0.540888873,0.665273816,0.474199865,5,10,0.709976422,0.726479377,0.626756701,0.510022625,-30.40360984,7,0.538461538,3,0,32
413,49,10,1986,Zakspeed,German Grand Prix,Race,Race,Race,4.574,Hockenheim,Germany,2,26,13,1.01E-16,26.01010101,3.88311E-18,16,6.3125E-18,0,0,0,2,7,0.518518519,0.450726037,0.665273816,0.474199865,0,4,1,0.60483871,0.626756701,0.510022625,-39.60399988,9,0.692307692,3,0,32
414,1,11,1986,McLaren,Hungarian Grand Prix,Race,Race,Race,4.381,Mogyoród,Hungary,2,26,13,1E-18,26.01010101,3.84466E-20,16,6.25E-20,0,0,0,0,8,1,0.494028679,1,0.489349651,0,34,1,0.358241584,1,0.531155143,-44.2191204,10,0.769230769,3,0,34
414,3,11,1986,Williams,Hungarian Grand Prix,Race,Race,Race,4.381,Mogyoród,Hungary,2,26,13,14,26.01010101,0.538252427,16,0.875,1,0,1,0,13,1,0.228401435,1,0.489349651,0,34,1,0.395783983,1,0.531155143,-0.133531393,1,0.076923077,1,2,34
414,6,11,1986,Ferrari,Hungarian Grand Prix,Race,Race,Race,4.381,Mogyoród,Hungary,2,26,13,3,26.01010101,0.115339806,16,0.1875,0,0,0,0,13,1,0.533236208,1,0.489349651,0,34,1,0.338763472,1,0.531155143,-1.673976434,3,0.230769231,2,0,34
414,18,11,1986,Minardi,Hungarian Grand Prix,Race,Race,Race,4.381,Mogyoród,Hungary,2,26,13,1E-22,26.01010101,3.84466E-24,16,6.25E-24,0,0,0,0,14,1,0.563539344,1,0.489349651,0,20,1,0.649568103,1,0.531155143,-53.42946077,11,0.846153846,4,0,34
414,21,11,1986,Arrows,Hungarian Grand Prix,Race,Race,Race,4.381,Mogyoród,Hungary,2,26,13,1E-16,26.01010101,3.84466E-18,16,6.25E-18,0,0,0,0,11,1,0.580380283,1,0.489349651,0,10,1,0.524291193,1,0.531155143,-39.61395021,9,0.692307692,3,0,34
414,22,11,1986,Benetton,Hungarian Grand Prix,Race,Race,Race,4.381,Mogyoród,Hungary,2,26,13,1E-14,26.01010101,3.84466E-16,16,6.25001E-16,0,0,0,0,14,1,0.540004661,1,0.489349651,0,16,1,0.435021433,1,0.531155143,-35.00877902,8,0.615384615,3,0,34
414,25,11,1986,Tyrrell,Hungarian Grand Prix,Race,Race,Race,4.381,Mogyoród,Hungary,2,26,13,1.0001,26.01010101,0.038450447,16,0.06250625,0,0,0,0,12,1,0.449050674,1,0.489349651,0,13,1,0.525440645,1,0.531155143,-2.772488727,4,0.307692308,2,0,34
414,26,11,1986,Lola,Hungarian Grand Prix,Race,Race,Race,4.381,Mogyoród,Hungary,2,26,13,0.01,26.01010101,0.000384466,16,0.000625,0,0,0,0,2,1,0.365384616,1,0.489349651,0,3,1,0.582956259,1,0.531155143,-7.377758908,5,0.384615385,2,0,34
414,27,11,1986,Ligier,Hungarian Grand Prix,Race,Race,Race,4.381,Mogyoród,Hungary,2,26,13,1.0001E-06,26.01010101,3.84504E-08,16,6.25063E-08,0,0,0,0,11,1,0.553285098,1,0.489349651,0,11,1,0.483525709,1,0.531155143,-16.58799929,6,0.461538462,2,0,34
